1;Audi
2;BMW
3;Chery
4;Chevrolet
5;Citroën
6;Ferrari
7;Fiat
8;Honda
9;Hyunday
10;Jaguar
11;Jeep
12;Lamborghini
13;Land Rover
14;Mercedes Benz
15;Mitsubishi
16;Nissan
17;Volks Wagen
18;Toyota
19;Renault
